Date,PE,
24-09-2014,7.261215223,DLF
25-09-2014,7.222465111,DLF
26-09-2014,7.183714999,DLF
29-09-2014,7.144964888,DLF
30-09-2014,7.106214776,DLF
01-10-2014,7.067464664,DLF
07-10-2014,7.028714552,DLF
08-10-2014,6.98996444,DLF
09-10-2014,6.951214328,DLF
10-10-2014,6.912464217,DLF
13-10-2014,6.873714105,DLF
14-10-2014,6.834963993,DLF
16-10-2014,6.796213881,DLF
17-10-2014,6.757463769,DLF
20-10-2014,6.718713657,DLF
21-10-2014,6.679963546,DLF
22-10-2014,6.641213434,DLF
23-10-2014,6.602463322,DLF
27-10-2014,6.56371321,DLF
28-10-2014,6.524963098,DLF
29-10-2014,6.486212986,DLF
30-10-2014,6.447462875,DLF
31-10-2014,6.408712763,DLF
03-11-2014,6.369962651,DLF
05-11-2014,6.331212539,DLF
07-11-2014,6.292462427,DLF
10-11-2014,6.253712315,DLF
11-11-2014,6.214962204,DLF
12-11-2014,6.176212092,DLF
13-11-2014,6.13746198,DLF
14-11-2014,6.098711868,DLF
17-11-2014,6.059961756,DLF
18-11-2014,6.021211644,DLF
19-11-2014,5.982461533,DLF
20-11-2014,5.943711421,DLF
21-11-2014,5.904961309,DLF
24-11-2014,5.866211197,DLF
25-11-2014,5.827461085,DLF
26-11-2014,5.788710973,DLF
27-11-2014,5.749960862,DLF
28-11-2014,5.71121075,DLF
01-12-2014,5.672460638,DLF
02-12-2014,5.633710526,DLF
03-12-2014,5.594960414,DLF
04-12-2014,5.556210302,DLF
05-12-2014,5.51746019,DLF
08-12-2014,5.478710079,DLF
09-12-2014,5.439959967,DLF
10-12-2014,5.401209855,DLF
11-12-2014,5.362459743,DLF
12-12-2014,5.323709631,DLF
15-12-2014,5.284959519,DLF
16-12-2014,5.246209408,DLF
17-12-2014,5.207459296,DLF
18-12-2014,5.168709184,DLF
19-12-2014,5.129959072,DLF
22-12-2014,5.09120896,DLF
23-12-2014,5.052458848,DLF
24-12-2014,5.013708737,DLF
26-12-2014,4.974958625,DLF
29-12-2014,4.936208513,DLF
30-12-2014,4.897458401,DLF
31-12-2014,4.858708289,DLF
01-01-2015,4.819958177,DLF
02-01-2015,4.781208066,DLF
05-01-2015,4.742457954,DLF
06-01-2015,4.703707842,DLF
07-01-2015,4.66495773,DLF
08-01-2015,4.626207618,DLF
09-01-2015,4.587457506,DLF
12-01-2015,4.548707395,DLF
13-01-2015,4.509957283,DLF
14-01-2015,4.471207171,DLF
15-01-2015,4.432457059,DLF
16-01-2015,4.393706947,DLF
19-01-2015,4.354956835,DLF
20-01-2015,4.316206724,DLF
21-01-2015,4.277456612,DLF
22-01-2015,4.2387065,DLF
23-01-2015,4.199956388,DLF
27-01-2015,4.161206276,DLF
28-01-2015,4.122456164,DLF
29-01-2015,4.083706053,DLF
30-01-2015,4.044955941,DLF
02-02-2015,4.006205829,DLF
03-02-2015,3.967455717,DLF
04-02-2015,3.928705605,DLF
05-02-2015,3.889955493,DLF
06-02-2015,3.851205382,DLF
09-02-2015,3.81245527,DLF
10-02-2015,3.773705158,DLF
11-02-2015,3.734955046,DLF
12-02-2015,3.696204934,DLF
13-02-2015,3.657454822,DLF
16-02-2015,3.618704711,DLF
18-02-2015,3.579954599,DLF
19-02-2015,3.541204487,DLF
20-02-2015,3.502454375,DLF
23-02-2015,3.463704263,DLF
24-02-2015,3.424954151,DLF
25-02-2015,3.38620404,DLF
26-02-2015,3.347453928,DLF
27-02-2015,3.308703816,DLF
28-02-2015,3.269953704,DLF
02-03-2015,3.231203592,DLF
03-03-2015,3.19245348,DLF
04-03-2015,3.153703369,DLF
05-03-2015,3.114953257,DLF
09-03-2015,3.076203145,DLF
10-03-2015,3.037453033,DLF
11-03-2015,2.998702921,DLF
12-03-2015,2.959952809,DLF
13-03-2015,2.921202698,DLF
16-03-2015,2.882452586,DLF
17-03-2015,2.843702474,DLF
18-03-2015,2.804952362,DLF
19-03-2015,2.76620225,DLF
20-03-2015,2.727452138,DLF
23-03-2015,2.688702027,DLF
24-03-2015,2.649951915,DLF
25-03-2015,2.611201803,DLF
26-03-2015,2.572451691,DLF
27-03-2015,2.533701579,DLF
30-03-2015,2.494951467,DLF
31-03-2015,2.456201355,DLF
01-04-2015,2.417451244,DLF
06-04-2015,2.378701132,DLF
07-04-2015,2.33995102,DLF
08-04-2015,2.301200908,DLF
09-04-2015,2.262450796,DLF
10-04-2015,2.223700684,DLF
13-04-2015,2.184950573,DLF
15-04-2015,2.146200461,DLF
16-04-2015,2.107450349,DLF
17-04-2015,2.068700237,DLF
20-04-2015,2.029950125,DLF
21-04-2015,1.991200013,DLF
22-04-2015,1.952449902,DLF
23-04-2015,1.91369979,DLF
24-04-2015,1.874949678,DLF
27-04-2015,1.836199566,DLF
28-04-2015,1.797449454,DLF
29-04-2015,1.758699342,DLF
30-04-2015,1.719949231,DLF
04-05-2015,1.681199119,DLF
05-05-2015,1.642449007,DLF
06-05-2015,1.603698895,DLF
07-05-2015,1.564948783,DLF
08-05-2015,1.526198671,DLF
11-05-2015,1.48744856,DLF
12-05-2015,1.448698448,DLF
13-05-2015,1.409948336,DLF
14-05-2015,1.371198224,DLF
15-05-2015,1.332448112,DLF
18-05-2015,1.293698,DLF
19-05-2015,1.254947889,DLF
20-05-2015,1.216197777,DLF
21-05-2015,1.177447665,DLF
22-05-2015,1.138697553,DLF
25-05-2015,1.099947441,DLF
26-05-2015,1.061197329,DLF
27-05-2015,1.022447218,DLF
28-05-2015,0.983697106,DLF
29-05-2015,0.944946994,DLF
01-06-2015,0.906196882,DLF
02-06-2015,0.86744677,DLF
03-06-2015,0.828696658,DLF
04-06-2015,0.789946547,DLF
05-06-2015,0.751196435,DLF
08-06-2015,0.712446323,DLF
09-06-2015,0.673696211,DLF
10-06-2015,0.634946099,DLF
11-06-2015,0.596195987,DLF
12-06-2015,0.557445876,DLF
15-06-2015,0.518695764,DLF
16-06-2015,0.479945652,DLF
17-06-2015,0.44119554,DLF
18-06-2015,0.402445428,DLF
19-06-2015,0.363695316,DLF
22-06-2015,0.324945205,DLF
23-06-2015,0.286195093,DLF
24-06-2015,0.247444981,DLF
25-06-2015,0.208694869,DLF
26-06-2015,0.169944757,DLF
29-06-2015,0.131194645,DLF
30-06-2015,0.092444534,DLF
01-07-2015,0.053694422,DLF
02-07-2015,0.01494431,DLF
03-07-2015,-0.023805802,DLF
06-07-2015,-0.062555914,DLF
07-07-2015,-0.101306026,DLF
08-07-2015,-0.140056137,DLF
09-07-2015,-0.178806249,DLF
10-07-2015,-0.217556361,DLF
13-07-2015,-0.256306473,DLF
14-07-2015,-0.295056585,DLF
15-07-2015,-0.333806697,DLF
16-07-2015,-0.372556808,DLF
17-07-2015,-0.41130692,DLF
20-07-2015,-0.450057032,DLF
21-07-2015,-0.488807144,DLF
22-07-2015,-0.527557256,DLF
23-07-2015,-0.566307368,DLF
24-07-2015,-0.60505748,DLF
27-07-2015,-0.643807591,DLF
28-07-2015,-0.682557703,DLF
29-07-2015,-0.721307815,DLF
30-07-2015,-0.760057927,DLF
31-07-2015,-0.798808039,DLF
03-08-2015,-0.837558151,DLF
04-08-2015,-0.876308262,DLF
05-08-2015,-0.915058374,DLF
06-08-2015,-0.953808486,DLF
07-08-2015,-0.992558598,DLF
10-08-2015,-1.03130871,DLF
11-08-2015,-1.070058822,DLF
12-08-2015,-1.108808933,DLF
13-08-2015,-1.147559045,DLF
14-08-2015,-1.186309157,DLF
17-08-2015,-1.225059269,DLF
18-08-2015,-1.263809381,DLF
19-08-2015,-1.302559493,DLF
20-08-2015,-1.341309604,DLF
21-08-2015,-1.380059716,DLF
24-08-2015,-1.418809828,DLF
25-08-2015,-1.45755994,DLF
26-08-2015,-1.496310052,DLF
27-08-2015,-1.535060164,DLF
28-08-2015,-1.573810275,DLF
31-08-2015,-1.612560387,DLF
01-09-2015,-1.651310499,DLF
02-09-2015,-1.690060611,DLF
03-09-2015,-1.728810723,DLF
04-09-2015,-1.767560835,DLF
07-09-2015,-1.806310946,DLF
08-09-2015,-1.845061058,DLF
09-09-2015,-1.88381117,DLF
10-09-2015,-1.922561282,DLF
11-09-2015,-1.961311394,DLF
14-09-2015,-2.000061506,DLF
15-09-2015,-2.038811617,DLF
16-09-2015,-2.077561729,DLF
18-09-2015,-2.116311841,DLF
21-09-2015,-2.155061953,DLF
22-09-2015,-2.193812065,DLF
23-09-2015,-2.232562177,DLF
24-09-2015,-2.271312288,DLF
28-09-2015,-2.3100624,DLF
29-09-2015,-2.348812512,DLF
30-09-2015,-2.387562624,DLF
01-10-2015,-2.426312736,DLF
05-10-2015,-2.465062848,DLF
06-10-2015,-2.503812959,DLF
07-10-2015,-2.542563071,DLF
08-10-2015,-2.581313183,DLF
09-10-2015,-2.620063295,DLF
12-10-2015,-2.658813407,DLF
13-10-2015,-2.697563519,DLF
14-10-2015,-2.73631363,DLF
15-10-2015,-2.775063742,DLF
16-10-2015,-2.813813854,DLF
19-10-2015,-2.852563966,DLF
20-10-2015,-2.891314078,DLF
21-10-2015,-2.93006419,DLF
23-10-2015,-2.968814301,DLF
26-10-2015,-3.007564413,DLF
27-10-2015,-3.046314525,DLF
28-10-2015,-3.085064637,DLF
29-10-2015,-3.123814749,DLF
30-10-2015,-3.162564861,DLF
02-11-2015,-3.201314972,DLF
03-11-2015,-3.240065084,DLF
04-11-2015,-3.278815196,DLF
05-11-2015,-3.317565308,DLF
06-11-2015,-3.35631542,DLF
09-11-2015,-3.395065532,DLF
10-11-2015,-3.433815643,DLF
11-11-2015,-3.472565755,DLF
13-11-2015,-3.511315867,DLF
16-11-2015,-3.550065979,DLF
17-11-2015,-3.588816091,DLF
18-11-2015,-3.627566203,DLF
19-11-2015,-3.666316315,DLF
20-11-2015,-3.705066426,DLF
23-11-2015,-3.743816538,DLF
24-11-2015,-3.78256665,DLF
26-11-2015,-3.821316762,DLF
27-11-2015,-3.860066874,DLF
30-11-2015,-3.898816986,DLF
01-12-2015,-3.937567097,DLF
02-12-2015,-3.976317209,DLF
03-12-2015,-4.015067321,DLF
04-12-2015,-4.053817433,DLF
07-12-2015,-4.092567545,DLF
08-12-2015,-4.131317657,DLF
09-12-2015,-4.170067768,DLF
10-12-2015,-4.20881788,DLF
11-12-2015,-4.247567992,DLF
14-12-2015,-4.286318104,DLF
15-12-2015,-4.325068216,DLF
16-12-2015,-4.363818328,DLF
17-12-2015,-4.402568439,DLF
18-12-2015,-4.441318551,DLF
21-12-2015,-4.480068663,DLF
22-12-2015,-4.518818775,DLF
23-12-2015,-4.557568887,DLF
24-12-2015,-4.596318999,DLF
28-12-2015,-4.63506911,DLF
29-12-2015,-4.673819222,DLF
30-12-2015,-4.712569334,DLF
31-12-2015,-4.751319446,DLF
01-01-2016,-4.790069558,DLF
04-01-2016,-4.82881967,DLF
05-01-2016,-4.867569781,DLF
06-01-2016,-4.906319893,DLF
07-01-2016,-4.945070005,DLF
08-01-2016,-4.983820117,DLF
11-01-2016,-5.022570229,DLF
12-01-2016,-5.061320341,DLF
13-01-2016,-5.100070452,DLF
14-01-2016,-5.138820564,DLF
15-01-2016,-5.177570676,DLF
18-01-2016,-5.216320788,DLF
19-01-2016,-5.2550709,DLF
20-01-2016,-5.293821012,DLF
21-01-2016,-5.332571123,DLF
22-01-2016,-5.371321235,DLF
25-01-2016,-5.410071347,DLF
27-01-2016,-5.448821459,DLF
28-01-2016,-5.487571571,DLF
29-01-2016,-5.526321683,DLF
01-02-2016,-5.565071794,DLF
02-02-2016,-5.603821906,DLF
03-02-2016,-5.642572018,DLF
04-02-2016,-5.68132213,DLF
05-02-2016,-5.720072242,DLF
08-02-2016,-5.758822354,DLF
09-02-2016,-5.797572465,DLF
10-02-2016,-5.836322577,DLF
11-02-2016,-5.875072689,DLF
12-02-2016,-5.913822801,DLF
15-02-2016,-5.952572913,DLF
16-02-2016,-5.991323025,DLF
17-02-2016,-6.030073136,DLF
18-02-2016,-6.068823248,DLF
19-02-2016,-6.10757336,DLF
22-02-2016,-6.146323472,DLF
23-02-2016,-6.185073584,DLF
24-02-2016,-6.223823696,DLF
25-02-2016,-6.262573807,DLF
26-02-2016,-6.301323919,DLF
29-02-2016,-6.340074031,DLF
01-03-2016,-6.378824143,DLF
02-03-2016,-6.417574255,DLF
03-03-2016,-6.456324367,DLF
04-03-2016,-6.495074478,DLF
08-03-2016,-6.53382459,DLF
09-03-2016,-6.572574702,DLF
10-03-2016,-6.611324814,DLF
11-03-2016,-6.650074926,DLF
14-03-2016,-6.688825038,DLF
15-03-2016,-6.72757515,DLF
16-03-2016,-6.766325261,DLF
17-03-2016,-6.805075373,DLF
18-03-2016,-6.843825485,DLF
21-03-2016,-6.882575597,DLF
22-03-2016,-6.921325709,DLF
23-03-2016,-6.960075821,DLF
28-03-2016,-6.998825932,DLF
29-03-2016,-7.037576044,DLF
30-03-2016,-7.076326156,DLF
31-03-2016,-7.115076268,DLF
01-04-2016,-7.15382638,DLF
04-04-2016,-7.192576492,DLF
05-04-2016,-7.231326603,DLF
06-04-2016,-7.270076715,DLF
07-04-2016,-7.308826827,DLF
08-04-2016,-7.347576939,DLF
11-04-2016,-7.386327051,DLF
12-04-2016,-7.425077163,DLF
13-04-2016,-7.463827274,DLF
18-04-2016,-7.502577386,DLF
20-04-2016,-7.541327498,DLF
21-04-2016,-7.58007761,DLF
22-04-2016,-7.618827722,DLF
25-04-2016,-7.657577834,DLF
26-04-2016,-7.696327945,DLF
27-04-2016,-7.735078057,DLF
28-04-2016,-7.773828169,DLF
29-04-2016,-7.812578281,DLF
02-05-2016,-7.851328393,DLF
03-05-2016,-7.890078505,DLF
04-05-2016,-7.928828616,DLF
05-05-2016,-7.967578728,DLF
06-05-2016,-8.00632884,DLF
09-05-2016,-8.045078952,DLF
10-05-2016,-8.083829064,DLF
11-05-2016,-8.122579176,DLF
12-05-2016,-8.161329287,DLF
13-05-2016,-8.200079399,DLF
16-05-2016,-8.238829511,DLF
17-05-2016,-8.277579623,DLF
18-05-2016,-8.316329735,DLF
19-05-2016,-8.355079847,DLF
20-05-2016,-8.393829958,DLF
23-05-2016,-8.43258007,DLF
24-05-2016,-8.471330182,DLF
25-05-2016,-8.510080294,DLF
26-05-2016,-8.548830406,DLF
27-05-2016,-8.587580518,DLF
30-05-2016,-8.626330629,DLF
31-05-2016,-8.665080741,DLF
01-06-2016,-8.703830853,DLF
02-06-2016,-8.742580965,DLF
03-06-2016,-8.781331077,DLF
06-06-2016,-8.820081189,DLF
07-06-2016,-8.8588313,DLF
08-06-2016,-8.897581412,DLF
09-06-2016,-8.936331524,DLF
10-06-2016,-8.975081636,DLF
13-06-2016,-9.013831748,DLF
14-06-2016,-9.05258186,DLF
15-06-2016,-9.091331971,DLF
16-06-2016,-9.130082083,DLF
17-06-2016,-9.168832195,DLF
20-06-2016,-9.207582307,DLF
21-06-2016,-9.246332419,DLF
22-06-2016,-9.285082531,DLF
23-06-2016,-9.323832642,DLF
24-06-2016,-9.362582754,DLF
27-06-2016,-9.401332866,DLF
28-06-2016,-9.440082978,DLF
29-06-2016,-9.47883309,DLF
30-06-2016,-9.517583202,DLF
01-07-2016,-9.556333313,DLF
04-07-2016,-9.595083425,DLF
05-07-2016,-9.633833537,DLF
07-07-2016,-9.672583649,DLF
08-07-2016,-9.711333761,DLF
11-07-2016,-9.750083873,DLF
12-07-2016,-9.788833985,DLF
13-07-2016,-9.827584096,DLF
14-07-2016,-9.866334208,DLF
15-07-2016,-9.90508432,DLF
18-07-2016,-9.943834432,DLF
19-07-2016,-9.982584544,DLF
20-07-2016,-10.02133466,DLF
21-07-2016,-10.06008477,DLF
22-07-2016,-10.09883488,DLF
25-07-2016,-10.13758499,DLF
26-07-2016,-10.1763351,DLF
27-07-2016,-10.21508521,DLF
28-07-2016,-10.25383533,DLF
29-07-2016,-10.29258544,DLF
01-08-2016,-10.33133555,DLF
02-08-2016,-10.37008566,DLF
03-08-2016,-10.40883577,DLF
04-08-2016,-10.44758589,DLF
05-08-2016,-10.486336,DLF
08-08-2016,-10.52508611,DLF
09-08-2016,-10.56383622,DLF
10-08-2016,-10.60258633,DLF
11-08-2016,-10.64133644,DLF
12-08-2016,-10.68008656,DLF
16-08-2016,-10.71883667,DLF
17-08-2016,-10.75758678,DLF
18-08-2016,-10.79633689,DLF
19-08-2016,-10.835087,DLF
22-08-2016,-10.87383712,DLF
23-08-2016,-10.91258723,DLF
24-08-2016,-10.95133734,DLF
25-08-2016,-10.99008745,DLF
26-08-2016,-11.02883756,DLF
29-08-2016,-11.06758768,DLF
30-08-2016,-11.10633779,DLF
31-08-2016,-11.1450879,DLF
01-09-2016,-11.18383801,DLF
02-09-2016,-11.22258812,DLF
06-09-2016,-11.26133823,DLF
07-09-2016,-11.30008835,DLF
08-09-2016,-11.33883846,DLF
09-09-2016,-11.37758857,DLF
12-09-2016,-11.41633868,DLF
14-09-2016,-11.45508879,DLF
15-09-2016,-11.49383891,DLF
16-09-2016,-11.53258902,DLF
19-09-2016,-11.57133913,DLF
20-09-2016,-11.61008924,DLF
21-09-2016,-11.64883935,DLF
22-09-2016,-11.68758946,DLF
23-09-2016,-11.72633958,DLF
26-09-2016,-11.76508969,DLF
27-09-2016,-11.8038398,DLF
28-09-2016,-11.84258991,DLF
29-09-2016,-11.88134002,DLF
30-09-2016,-11.92009014,DLF
03-10-2016,-11.95884025,DLF
04-10-2016,-11.99759036,DLF
05-10-2016,-12.03634047,DLF
06-10-2016,-12.07509058,DLF
07-10-2016,-12.11384069,DLF
10-10-2016,-12.15259081,DLF
13-10-2016,-12.19134092,DLF
14-10-2016,-12.23009103,DLF
17-10-2016,-12.26884114,DLF
18-10-2016,-12.30759125,DLF
19-10-2016,-12.34634137,DLF
20-10-2016,-12.38509148,DLF
21-10-2016,-12.42384159,DLF
24-10-2016,-12.4625917,DLF
25-10-2016,-12.50134181,DLF
26-10-2016,-12.54009192,DLF
27-10-2016,-12.57884204,DLF
28-10-2016,-12.61759215,DLF
30-10-2016,-12.65634226,DLF
01-11-2016,-12.69509237,DLF
02-11-2016,-12.73384248,DLF
03-11-2016,-12.7725926,DLF
04-11-2016,-12.81134271,DLF
07-11-2016,-12.85009282,DLF
08-11-2016,-12.88884293,DLF
09-11-2016,-12.92759304,DLF
10-11-2016,-12.96634316,DLF
11-11-2016,-13.00509327,DLF
15-11-2016,-13.04384338,DLF
16-11-2016,-13.08259349,DLF
17-11-2016,-13.1213436,DLF
18-11-2016,-13.16009371,DLF
21-11-2016,-13.19884383,DLF
22-11-2016,-13.23759394,DLF
23-11-2016,-13.27634405,DLF
24-11-2016,-13.31509416,DLF
25-11-2016,-13.35384427,DLF
28-11-2016,-13.39259439,DLF
29-11-2016,-13.4313445,DLF
30-11-2016,-13.47009461,DLF
01-12-2016,-13.50884472,DLF
02-12-2016,-13.54759483,DLF
05-12-2016,-13.58634494,DLF
06-12-2016,-13.62509506,DLF
07-12-2016,-13.66384517,DLF
08-12-2016,-13.70259528,DLF
09-12-2016,-13.74134539,DLF
12-12-2016,-13.7800955,DLF
13-12-2016,-13.81884562,DLF
14-12-2016,-13.85759573,DLF
15-12-2016,-13.89634584,DLF
16-12-2016,-13.93509595,DLF
19-12-2016,-13.97384606,DLF
20-12-2016,-14.01259617,DLF
21-12-2016,-14.05134629,DLF
22-12-2016,-14.0900964,DLF
23-12-2016,-14.12884651,DLF
26-12-2016,-14.16759662,DLF
27-12-2016,-14.20634673,DLF
28-12-2016,-14.24509685,DLF
29-12-2016,-14.28384696,DLF
30-12-2016,-14.32259707,DLF
02-01-2017,-14.36134718,DLF
03-01-2017,-14.40009729,DLF
04-01-2017,-14.4388474,DLF
05-01-2017,-14.47759752,DLF
06-01-2017,-14.51634763,DLF
09-01-2017,-14.55509774,DLF
10-01-2017,-14.59384785,DLF
11-01-2017,-14.63259796,DLF
12-01-2017,-14.67134808,DLF
13-01-2017,-14.71009819,DLF
16-01-2017,-14.7488483,DLF
17-01-2017,-14.78759841,DLF
18-01-2017,-14.82634852,DLF
19-01-2017,-14.86509863,DLF
20-01-2017,-14.90384875,DLF
23-01-2017,-14.94259886,DLF
24-01-2017,-14.98134897,DLF
25-01-2017,-15.02009908,DLF
27-01-2017,-15.05884919,DLF
30-01-2017,-15.09759931,DLF
31-01-2017,-15.13634942,DLF
01-02-2017,-15.17509953,DLF
02-02-2017,-15.21384964,DLF
03-02-2017,-15.25259975,DLF
06-02-2017,-15.29134987,DLF
07-02-2017,-15.33009998,DLF
08-02-2017,-15.36885009,DLF
09-02-2017,-15.4076002,DLF
10-02-2017,-15.44635031,DLF
13-02-2017,-15.48510042,DLF
14-02-2017,-15.52385054,DLF
15-02-2017,-15.56260065,DLF
16-02-2017,-15.60135076,DLF
17-02-2017,-15.64010087,DLF
20-02-2017,-15.67885098,DLF
21-02-2017,-15.7176011,DLF
22-02-2017,-15.75635121,DLF
23-02-2017,-15.79510132,DLF
27-02-2017,-15.83385143,DLF
28-02-2017,-15.87260154,DLF
01-03-2017,-15.91135165,DLF
02-03-2017,-15.95010177,DLF
03-03-2017,-15.98885188,DLF
06-03-2017,-16.02760199,DLF
07-03-2017,-16.0663521,DLF
08-03-2017,-16.10510221,DLF
09-03-2017,-16.14385233,DLF
10-03-2017,-16.18260244,DLF
23-09-2013,-16.22135255,DLF
24-09-2013,-16.26010266,DLF
25-09-2013,-16.29885277,DLF
26-09-2013,-16.33760288,DLF
27-09-2013,-16.376353,DLF
30-09-2013,-16.41510311,DLF
01-10-2013,-16.45385322,DLF
03-10-2013,-16.49260333,DLF
04-10-2013,-16.53135344,DLF
07-10-2013,-16.57010356,DLF
08-10-2013,-16.60885367,DLF
09-10-2013,-16.64760378,DLF
10-10-2013,-16.68635389,DLF
11-10-2013,-16.725104,DLF
14-10-2013,-16.76385411,DLF
15-10-2013,-16.80260423,DLF
17-10-2013,-16.84135434,DLF
18-10-2013,-16.88010445,DLF
21-10-2013,-16.91885456,DLF
22-10-2013,-16.95760467,DLF
23-10-2013,-16.99635479,DLF
24-10-2013,-17.0351049,DLF
25-10-2013,-17.07385501,DLF
28-10-2013,-17.11260512,DLF
29-10-2013,-17.15135523,DLF
30-10-2013,-17.19010535,DLF
31-10-2013,-17.22885546,DLF
01-11-2013,-17.26760557,DLF
03-11-2013,-17.30635568,DLF
05-11-2013,-17.34510579,DLF
06-11-2013,-17.3838559,DLF
07-11-2013,-17.42260602,DLF
08-11-2013,-17.46135613,DLF
11-11-2013,-17.50010624,DLF
12-11-2013,-17.53885635,DLF
13-11-2013,-17.57760646,DLF
14-11-2013,-17.61635658,DLF
18-11-2013,-17.65510669,DLF
19-11-2013,-17.6938568,DLF
20-11-2013,-17.73260691,DLF
21-11-2013,-17.77135702,DLF
22-11-2013,-17.81010713,DLF
25-11-2013,-17.84885725,DLF
26-11-2013,-17.88760736,DLF
27-11-2013,-17.92635747,DLF
28-11-2013,-17.96510758,DLF
29-11-2013,-18.00385769,DLF
02-12-2013,-18.04260781,DLF
03-12-2013,-18.08135792,DLF
04-12-2013,-18.12010803,DLF
05-12-2013,-18.15885814,DLF
06-12-2013,-18.19760825,DLF
09-12-2013,-18.23635836,DLF
10-12-2013,-18.27510848,DLF
11-12-2013,-18.31385859,DLF
12-12-2013,-18.3526087,DLF
13-12-2013,-18.39135881,DLF
16-12-2013,-18.43010892,DLF
17-12-2013,-18.46885904,DLF
18-12-2013,-18.50760915,DLF
19-12-2013,-18.54635926,DLF
20-12-2013,-18.58510937,DLF
23-12-2013,-18.62385948,DLF
24-12-2013,-18.66260959,DLF
26-12-2013,-18.70135971,DLF
27-12-2013,-18.74010982,DLF
30-12-2013,-18.77885993,DLF
31-12-2013,-18.81761004,DLF
01-01-2014,-18.85636015,DLF
02-01-2014,-18.89511027,DLF
03-01-2014,-18.93386038,DLF
06-01-2014,-18.97261049,DLF
07-01-2014,-19.0113606,DLF
08-01-2014,-19.05011071,DLF
09-01-2014,-19.08886083,DLF
10-01-2014,-19.12761094,DLF
13-01-2014,-19.16636105,DLF
14-01-2014,-19.20511116,DLF
15-01-2014,-19.24386127,DLF
16-01-2014,-19.28261138,DLF
17-01-2014,-19.3213615,DLF
20-01-2014,-19.36011161,DLF
21-01-2014,-19.39886172,DLF
22-01-2014,-19.43761183,DLF
23-01-2014,-19.47636194,DLF
24-01-2014,-19.51511206,DLF
27-01-2014,-19.55386217,DLF
28-01-2014,-19.59261228,DLF
29-01-2014,-19.63136239,DLF
30-01-2014,-19.6701125,DLF
31-01-2014,-19.70886261,DLF
03-02-2014,-19.74761273,DLF
04-02-2014,-19.78636284,DLF
05-02-2014,-19.82511295,DLF
06-02-2014,-19.86386306,DLF
07-02-2014,-19.90261317,DLF
10-02-2014,-19.94136329,DLF
11-02-2014,-19.9801134,DLF
12-02-2014,-20.01886351,DLF
13-02-2014,-20.05761362,DLF
14-02-2014,-20.09636373,DLF
17-02-2014,-20.13511384,DLF
18-02-2014,-20.17386396,DLF
19-02-2014,-20.21261407,DLF
20-02-2014,-20.25136418,DLF
21-02-2014,-20.29011429,DLF
24-02-2014,-20.3288644,DLF
25-02-2014,-20.36761452,DLF
26-02-2014,-20.40636463,DLF
28-02-2014,-20.44511474,DLF
03-03-2014,-20.48386485,DLF
04-03-2014,-20.52261496,DLF
05-03-2014,-20.56136507,DLF
06-03-2014,-20.60011519,DLF
07-03-2014,-20.6388653,DLF
10-03-2014,-20.67761541,DLF
11-03-2014,-20.71636552,DLF
12-03-2014,-20.75511563,DLF
13-03-2014,-20.79386575,DLF
14-03-2014,-20.83261586,DLF
18-03-2014,-20.87136597,DLF
19-03-2014,-20.91011608,DLF
20-03-2014,-20.94886619,DLF
21-03-2014,-20.9876163,DLF
22-03-2014,-21.02636642,DLF
24-03-2014,-21.06511653,DLF
25-03-2014,-21.10386664,DLF
26-03-2014,-21.14261675,DLF
27-03-2014,-21.18136686,DLF
28-03-2014,-21.22011698,DLF
31-03-2014,-21.25886709,DLF
01-04-2014,-21.2976172,DLF
02-04-2014,-21.33636731,DLF
03-04-2014,-21.37511742,DLF
04-04-2014,-21.41386754,DLF
07-04-2014,-21.45261765,DLF
09-04-2014,-21.49136776,DLF
10-04-2014,-21.53011787,DLF
11-04-2014,-21.56886798,DLF
15-04-2014,-21.60761809,DLF
16-04-2014,-21.64636821,DLF
17-04-2014,-21.68511832,DLF
21-04-2014,-21.72386843,DLF
22-04-2014,-21.76261854,DLF
23-04-2014,-21.80136865,DLF
25-04-2014,-21.84011877,DLF
28-04-2014,-21.87886888,DLF
29-04-2014,-21.91761899,DLF
30-04-2014,-21.9563691,DLF
02-05-2014,-21.99511921,DLF
05-05-2014,-22.03386932,DLF
06-05-2014,-22.07261944,DLF
07-05-2014,-22.11136955,DLF
08-05-2014,-22.15011966,DLF
09-05-2014,-22.18886977,DLF
12-05-2014,-22.22761988,DLF
13-05-2014,-22.26637,DLF
14-05-2014,-22.30512011,DLF
15-05-2014,-22.34387022,DLF
16-05-2014,-22.38262033,DLF
19-05-2014,-22.42137044,DLF
20-05-2014,-22.46012055,DLF
21-05-2014,-22.49887067,DLF
22-05-2014,-22.53762078,DLF
23-05-2014,-22.57637089,DLF
26-05-2014,-22.615121,DLF
27-05-2014,-22.65387111,DLF
28-05-2014,-22.69262123,DLF
29-05-2014,-22.73137134,DLF
30-05-2014,-22.77012145,DLF
02-06-2014,-22.80887156,DLF
03-06-2014,-22.84762167,DLF
04-06-2014,-22.88637178,DLF
05-06-2014,-22.9251219,DLF
06-06-2014,-22.96387201,DLF
09-06-2014,-23.00262212,DLF
10-06-2014,-23.04137223,DLF
11-06-2014,-23.08012234,DLF
12-06-2014,-23.11887246,DLF
13-06-2014,-23.15762257,DLF
16-06-2014,-23.19637268,DLF
17-06-2014,-23.23512279,DLF
