Date,EPS,PE,
19-10-2015,7.667637163,-2.852563966,DLF
20-10-2015,7.670764422,-2.891314078,DLF
21-10-2015,7.67389168,-2.93006419,DLF
23-10-2015,7.677018938,-2.968814301,DLF
26-10-2015,7.680146196,-3.007564413,DLF
27-10-2015,7.683273454,-3.046314525,DLF
28-10-2015,7.686400712,-3.085064637,DLF
29-10-2015,7.689527971,-3.123814749,DLF
30-10-2015,7.692655229,-3.162564861,DLF
02-11-2015,7.695782487,-3.201314972,DLF
03-11-2015,7.698909745,-3.240065084,DLF
04-11-2015,7.702037003,-3.278815196,DLF
05-11-2015,7.705164261,-3.317565308,DLF
06-11-2015,7.70829152,-3.35631542,DLF
09-11-2015,7.711418778,-3.395065532,DLF
10-11-2015,7.714546036,-3.433815643,DLF
11-11-2015,7.717673294,-3.472565755,DLF
13-11-2015,7.720800552,-3.511315867,DLF
16-11-2015,7.72392781,-3.550065979,DLF
17-11-2015,7.727055069,-3.588816091,DLF
18-11-2015,7.730182327,-3.627566203,DLF
19-11-2015,7.733309585,-3.666316315,DLF
20-11-2015,7.736436843,-3.705066426,DLF
23-11-2015,7.739564101,-3.743816538,DLF
24-11-2015,7.742691359,-3.78256665,DLF
26-11-2015,7.745818618,-3.821316762,DLF
27-11-2015,7.748945876,-3.860066874,DLF
30-11-2015,7.752073134,-3.898816986,DLF
01-12-2015,7.755200392,-3.937567097,DLF
02-12-2015,7.75832765,-3.976317209,DLF
03-12-2015,7.761454908,-4.015067321,DLF
04-12-2015,7.764582167,-4.053817433,DLF
07-12-2015,7.767709425,-4.092567545,DLF
08-12-2015,7.770836683,-4.131317657,DLF
09-12-2015,7.773963941,-4.170067768,DLF
10-12-2015,7.777091199,-4.20881788,DLF
11-12-2015,7.780218457,-4.247567992,DLF
14-12-2015,7.783345716,-4.286318104,DLF
15-12-2015,7.786472974,-4.325068216,DLF
16-12-2015,7.789600232,-4.363818328,DLF
17-12-2015,7.79272749,-4.402568439,DLF
18-12-2015,7.795854748,-4.441318551,DLF
21-12-2015,7.798982006,-4.480068663,DLF
22-12-2015,7.802109265,-4.518818775,DLF
23-12-2015,7.805236523,-4.557568887,DLF
24-12-2015,7.808363781,-4.596318999,DLF
28-12-2015,7.811491039,-4.63506911,DLF
29-12-2015,7.814618297,-4.673819222,DLF
30-12-2015,7.817745555,-4.712569334,DLF
31-12-2015,7.820872814,-4.751319446,DLF
01-01-2016,7.824000072,-4.790069558,DLF
04-01-2016,7.82712733,-4.82881967,DLF
05-01-2016,7.830254588,-4.867569781,DLF
06-01-2016,7.833381846,-4.906319893,DLF
07-01-2016,7.836509104,-4.945070005,DLF
08-01-2016,7.839636362,-4.983820117,DLF
11-01-2016,7.842763621,-5.022570229,DLF
12-01-2016,7.845890879,-5.061320341,DLF
13-01-2016,7.849018137,-5.100070452,DLF
14-01-2016,7.852145395,-5.138820564,DLF
15-01-2016,7.855272653,-5.177570676,DLF
18-01-2016,7.858399911,-5.216320788,DLF
19-01-2016,7.86152717,-5.2550709,DLF
20-01-2016,7.864654428,-5.293821012,DLF
21-01-2016,7.867781686,-5.332571123,DLF
22-01-2016,7.870908944,-5.371321235,DLF
25-01-2016,7.874036202,-5.410071347,DLF
27-01-2016,7.87716346,-5.448821459,DLF
28-01-2016,7.880290719,-5.487571571,DLF
29-01-2016,7.883417977,-5.526321683,DLF
01-02-2016,7.886545235,-5.565071794,DLF
02-02-2016,7.889672493,-5.603821906,DLF
03-02-2016,7.892799751,-5.642572018,DLF
04-02-2016,7.895927009,-5.68132213,DLF
05-02-2016,7.899054268,-5.720072242,DLF
08-02-2016,7.902181526,-5.758822354,DLF
09-02-2016,7.905308784,-5.797572465,DLF
10-02-2016,7.908436042,-5.836322577,DLF
11-02-2016,7.9115633,-5.875072689,DLF
12-02-2016,7.914690558,-5.913822801,DLF
15-02-2016,7.917817817,-5.952572913,DLF
16-02-2016,7.920945075,-5.991323025,DLF
17-02-2016,7.924072333,-6.030073136,DLF
18-02-2016,7.927199591,-6.068823248,DLF
19-02-2016,7.930326849,-6.10757336,DLF
22-02-2016,7.933454107,-6.146323472,DLF
23-02-2016,7.936581366,-6.185073584,DLF
24-02-2016,7.939708624,-6.223823696,DLF
25-02-2016,7.942835882,-6.262573807,DLF
26-02-2016,7.94596314,-6.301323919,DLF
29-02-2016,7.949090398,-6.340074031,DLF
01-03-2016,7.952217656,-6.378824143,DLF
02-03-2016,7.955344915,-6.417574255,DLF
03-03-2016,7.958472173,-6.456324367,DLF
04-03-2016,7.961599431,-6.495074478,DLF
08-03-2016,7.964726689,-6.53382459,DLF
09-03-2016,7.967853947,-6.572574702,DLF
10-03-2016,7.970981205,-6.611324814,DLF
11-03-2016,7.974108464,-6.650074926,DLF
14-03-2016,7.977235722,-6.688825038,DLF
15-03-2016,7.98036298,-6.72757515,DLF
16-03-2016,7.983490238,-6.766325261,DLF
17-03-2016,7.986617496,-6.805075373,DLF
18-03-2016,7.989744754,-6.843825485,DLF
21-03-2016,7.992872013,-6.882575597,DLF
22-03-2016,7.995999271,-6.921325709,DLF
23-03-2016,7.999126529,-6.960075821,DLF
28-03-2016,8.002253787,-6.998825932,DLF
29-03-2016,8.005381045,-7.037576044,DLF
30-03-2016,8.008508303,-7.076326156,DLF
31-03-2016,8.011635562,-7.115076268,DLF
01-04-2016,8.01476282,-7.15382638,DLF
04-04-2016,8.017890078,-7.192576492,DLF
05-04-2016,8.021017336,-7.231326603,DLF
06-04-2016,8.024144594,-7.270076715,DLF
07-04-2016,8.027271852,-7.308826827,DLF
08-04-2016,8.03039911,-7.347576939,DLF
11-04-2016,8.033526369,-7.386327051,DLF
12-04-2016,8.036653627,-7.425077163,DLF
13-04-2016,8.039780885,-7.463827274,DLF
18-04-2016,8.042908143,-7.502577386,DLF
20-04-2016,8.046035401,-7.541327498,DLF
21-04-2016,8.049162659,-7.58007761,DLF
22-04-2016,8.052289918,-7.618827722,DLF
25-04-2016,8.055417176,-7.657577834,DLF
26-04-2016,8.058544434,-7.696327945,DLF
27-04-2016,8.061671692,-7.735078057,DLF
28-04-2016,8.06479895,-7.773828169,DLF
29-04-2016,8.067926208,-7.812578281,DLF
02-05-2016,8.071053467,-7.851328393,DLF
03-05-2016,8.074180725,-7.890078505,DLF
04-05-2016,8.077307983,-7.928828616,DLF
05-05-2016,8.080435241,-7.967578728,DLF
06-05-2016,8.083562499,-8.00632884,DLF
09-05-2016,8.086689757,-8.045078952,DLF
10-05-2016,8.089817016,-8.083829064,DLF
11-05-2016,8.092944274,-8.122579176,DLF
12-05-2016,8.096071532,-8.161329287,DLF
13-05-2016,8.09919879,-8.200079399,DLF
16-05-2016,8.102326048,-8.238829511,DLF
17-05-2016,8.105453306,-8.277579623,DLF
18-05-2016,8.108580565,-8.316329735,DLF
19-05-2016,8.111707823,-8.355079847,DLF
20-05-2016,8.114835081,-8.393829958,DLF
23-05-2016,8.117962339,-8.43258007,DLF
24-05-2016,8.121089597,-8.471330182,DLF
25-05-2016,8.124216855,-8.510080294,DLF
26-05-2016,8.127344114,-8.548830406,DLF
27-05-2016,8.130471372,-8.587580518,DLF
30-05-2016,8.13359863,-8.626330629,DLF
31-05-2016,8.136725888,-8.665080741,DLF
01-06-2016,8.139853146,-8.703830853,DLF
02-06-2016,8.142980404,-8.742580965,DLF
03-06-2016,8.146107663,-8.781331077,DLF
06-06-2016,8.149234921,-8.820081189,DLF
07-06-2016,8.152362179,-8.8588313,DLF
08-06-2016,8.155489437,-8.897581412,DLF
09-06-2016,8.158616695,-8.936331524,DLF
10-06-2016,8.161743953,-8.975081636,DLF
13-06-2016,8.164871212,-9.013831748,DLF
14-06-2016,8.16799847,-9.05258186,DLF
15-06-2016,8.171125728,-9.091331971,DLF
16-06-2016,8.174252986,-9.130082083,DLF
17-06-2016,8.177380244,-9.168832195,DLF
20-06-2016,8.180507502,-9.207582307,DLF
21-06-2016,8.183634761,-9.246332419,DLF
22-06-2016,8.186762019,-9.285082531,DLF
23-06-2016,8.189889277,-9.323832642,DLF
24-06-2016,8.193016535,-9.362582754,DLF
27-06-2016,8.196143793,-9.401332866,DLF
28-06-2016,8.199271051,-9.440082978,DLF
29-06-2016,8.202398309,-9.47883309,DLF
30-06-2016,8.205525568,-9.517583202,DLF
01-07-2016,8.208652826,-9.556333313,DLF
04-07-2016,8.211780084,-9.595083425,DLF
05-07-2016,8.214907342,-9.633833537,DLF
07-07-2016,8.2180346,-9.672583649,DLF
08-07-2016,8.221161858,-9.711333761,DLF
11-07-2016,8.224289117,-9.750083873,DLF
12-07-2016,8.227416375,-9.788833985,DLF
13-07-2016,8.230543633,-9.827584096,DLF
14-07-2016,8.233670891,-9.866334208,DLF
15-07-2016,8.236798149,-9.90508432,DLF
18-07-2016,8.239925407,-9.943834432,DLF
19-07-2016,8.243052666,-9.982584544,DLF
20-07-2016,8.246179924,-10.02133466,DLF
21-07-2016,8.249307182,-10.06008477,DLF
22-07-2016,8.25243444,-10.09883488,DLF
25-07-2016,8.255561698,-10.13758499,DLF
26-07-2016,8.258688956,-10.1763351,DLF
27-07-2016,8.261816215,-10.21508521,DLF
28-07-2016,8.264943473,-10.25383533,DLF
29-07-2016,8.268070731,-10.29258544,DLF
01-08-2016,8.271197989,-10.33133555,DLF
02-08-2016,8.274325247,-10.37008566,DLF
03-08-2016,8.277452505,-10.40883577,DLF
04-08-2016,8.280579764,-10.44758589,DLF
05-08-2016,8.283707022,-10.486336,DLF
08-08-2016,8.28683428,-10.52508611,DLF
09-08-2016,8.289961538,-10.56383622,DLF
10-08-2016,8.293088796,-10.60258633,DLF
11-08-2016,8.296216054,-10.64133644,DLF
12-08-2016,8.299343313,-10.68008656,DLF
16-08-2016,8.302470571,-10.71883667,DLF
17-08-2016,8.305597829,-10.75758678,DLF
18-08-2016,8.308725087,-10.79633689,DLF
19-08-2016,8.311852345,-10.835087,DLF
22-08-2016,8.314979603,-10.87383712,DLF
23-08-2016,8.318106862,-10.91258723,DLF
24-08-2016,8.32123412,-10.95133734,DLF
25-08-2016,8.324361378,-10.99008745,DLF
26-08-2016,8.327488636,-11.02883756,DLF
29-08-2016,8.330615894,-11.06758768,DLF
30-08-2016,8.333743152,-11.10633779,DLF
31-08-2016,8.336870411,-11.1450879,DLF
01-09-2016,8.339997669,-11.18383801,DLF
02-09-2016,8.343124927,-11.22258812,DLF
06-09-2016,8.346252185,-11.26133823,DLF
07-09-2016,8.349379443,-11.30008835,DLF
08-09-2016,8.352506701,-11.33883846,DLF
09-09-2016,8.35563396,-11.37758857,DLF
12-09-2016,8.358761218,-11.41633868,DLF
14-09-2016,8.361888476,-11.45508879,DLF
15-09-2016,8.365015734,-11.49383891,DLF
16-09-2016,8.368142992,-11.53258902,DLF
19-09-2016,8.37127025,-11.57133913,DLF
20-09-2016,8.374397509,-11.61008924,DLF
21-09-2016,8.377524767,-11.64883935,DLF
22-09-2016,8.380652025,-11.68758946,DLF
23-09-2016,8.383779283,-11.72633958,DLF
26-09-2016,8.386906541,-11.76508969,DLF
27-09-2016,8.390033799,-11.8038398,DLF
28-09-2016,8.393161057,-11.84258991,DLF
29-09-2016,8.396288316,-11.88134002,DLF
30-09-2016,8.399415574,-11.92009014,DLF
03-10-2016,8.402542832,-11.95884025,DLF
04-10-2016,8.40567009,-11.99759036,DLF
05-10-2016,8.408797348,-12.03634047,DLF
06-10-2016,8.411924606,-12.07509058,DLF
07-10-2016,8.415051865,-12.11384069,DLF
10-10-2016,8.418179123,-12.15259081,DLF
13-10-2016,8.421306381,-12.19134092,DLF
14-10-2016,8.424433639,-12.23009103,DLF
17-10-2016,8.427560897,-12.26884114,DLF
18-10-2016,8.430688155,-12.30759125,DLF
19-10-2016,8.433815414,-12.34634137,DLF
20-10-2016,8.436942672,-12.38509148,DLF
21-10-2016,8.44006993,-12.42384159,DLF
24-10-2016,8.443197188,-12.4625917,DLF
25-10-2016,8.446324446,-12.50134181,DLF
26-10-2016,8.449451704,-12.54009192,DLF
27-10-2016,8.452578963,-12.57884204,DLF
28-10-2016,8.455706221,-12.61759215,DLF
30-10-2016,8.458833479,-12.65634226,DLF
01-11-2016,8.461960737,-12.69509237,DLF
02-11-2016,8.465087995,-12.73384248,DLF
03-11-2016,8.468215253,-12.7725926,DLF
04-11-2016,8.471342512,-12.81134271,DLF
07-11-2016,8.47446977,-12.85009282,DLF
08-11-2016,8.477597028,-12.88884293,DLF
09-11-2016,8.480724286,-12.92759304,DLF
10-11-2016,8.483851544,-12.96634316,DLF
11-11-2016,8.486978802,-13.00509327,DLF
15-11-2016,8.490106061,-13.04384338,DLF
16-11-2016,8.493233319,-13.08259349,DLF
17-11-2016,8.496360577,-13.1213436,DLF
18-11-2016,8.499487835,-13.16009371,DLF
21-11-2016,8.502615093,-13.19884383,DLF
22-11-2016,8.505742351,-13.23759394,DLF
23-11-2016,8.50886961,-13.27634405,DLF
24-11-2016,8.511996868,-13.31509416,DLF
25-11-2016,8.515124126,-13.35384427,DLF
28-11-2016,8.518251384,-13.39259439,DLF
29-11-2016,8.521378642,-13.4313445,DLF
30-11-2016,8.5245059,-13.47009461,DLF
01-12-2016,8.527633159,-13.50884472,DLF
02-12-2016,8.530760417,-13.54759483,DLF
05-12-2016,8.533887675,-13.58634494,DLF
06-12-2016,8.537014933,-13.62509506,DLF
07-12-2016,8.540142191,-13.66384517,DLF
08-12-2016,8.543269449,-13.70259528,DLF
09-12-2016,8.546396708,-13.74134539,DLF
12-12-2016,8.549523966,-13.7800955,DLF
13-12-2016,8.552651224,-13.81884562,DLF
14-12-2016,8.555778482,-13.85759573,DLF
15-12-2016,8.55890574,-13.89634584,DLF
16-12-2016,8.562032998,-13.93509595,DLF
19-12-2016,8.565160256,-13.97384606,DLF
20-12-2016,8.568287515,-14.01259617,DLF
21-12-2016,8.571414773,-14.05134629,DLF
22-12-2016,8.574542031,-14.0900964,DLF
23-12-2016,8.577669289,-14.12884651,DLF
26-12-2016,8.580796547,-14.16759662,DLF
27-12-2016,8.583923805,-14.20634673,DLF
28-12-2016,8.587051064,-14.24509685,DLF
29-12-2016,8.590178322,-14.28384696,DLF
30-12-2016,8.59330558,-14.32259707,DLF
02-01-2017,8.596432838,-14.36134718,DLF
03-01-2017,8.599560096,-14.40009729,DLF
04-01-2017,8.602687354,-14.4388474,DLF
05-01-2017,8.605814613,-14.47759752,DLF
06-01-2017,8.608941871,-14.51634763,DLF
09-01-2017,8.612069129,-14.55509774,DLF
10-01-2017,8.615196387,-14.59384785,DLF
11-01-2017,8.618323645,-14.63259796,DLF
12-01-2017,8.621450903,-14.67134808,DLF
13-01-2017,8.624578162,-14.71009819,DLF
16-01-2017,8.62770542,-14.7488483,DLF
17-01-2017,8.630832678,-14.78759841,DLF
18-01-2017,8.633959936,-14.82634852,DLF
19-01-2017,8.637087194,-14.86509863,DLF
20-01-2017,8.640214452,-14.90384875,DLF
23-01-2017,8.643341711,-14.94259886,DLF
24-01-2017,8.646468969,-14.98134897,DLF
25-01-2017,8.649596227,-15.02009908,DLF
27-01-2017,8.652723485,-15.05884919,DLF
30-01-2017,8.655850743,-15.09759931,DLF
31-01-2017,8.658978001,-15.13634942,DLF
01-02-2017,8.66210526,-15.17509953,DLF
02-02-2017,8.665232518,-15.21384964,DLF
03-02-2017,8.668359776,-15.25259975,DLF
06-02-2017,8.671487034,-15.29134987,DLF
07-02-2017,8.674614292,-15.33009998,DLF
08-02-2017,8.67774155,-15.36885009,DLF
09-02-2017,8.680868809,-15.4076002,DLF
10-02-2017,8.683996067,-15.44635031,DLF
13-02-2017,8.687123325,-15.48510042,DLF
14-02-2017,8.690250583,-15.52385054,DLF
15-02-2017,8.693377841,-15.56260065,DLF
16-02-2017,8.696505099,-15.60135076,DLF
17-02-2017,8.699632358,-15.64010087,DLF
20-02-2017,8.702759616,-15.67885098,DLF
21-02-2017,8.705886874,-15.7176011,DLF
22-02-2017,8.709014132,-15.75635121,DLF
23-02-2017,8.71214139,-15.79510132,DLF
27-02-2017,8.715268648,-15.83385143,DLF
28-02-2017,8.718395907,-15.87260154,DLF
01-03-2017,8.721523165,-15.91135165,DLF
02-03-2017,8.724650423,-15.95010177,DLF
03-03-2017,8.727777681,-15.98885188,DLF
06-03-2017,8.730904939,-16.02760199,DLF
07-03-2017,8.734032197,-16.0663521,DLF
08-03-2017,8.737159456,-16.10510221,DLF
09-03-2017,8.740286714,-16.14385233,DLF
10-03-2017,8.743413972,-16.18260244,DLF
23-09-2013,8.74654123,-16.22135255,DLF
24-09-2013,8.749668488,-16.26010266,DLF
25-09-2013,8.752795746,-16.29885277,DLF
26-09-2013,8.755923004,-16.33760288,DLF
27-09-2013,8.759050263,-16.376353,DLF
30-09-2013,8.762177521,-16.41510311,DLF
01-10-2013,8.765304779,-16.45385322,DLF
03-10-2013,8.768432037,-16.49260333,DLF
04-10-2013,8.771559295,-16.53135344,DLF
07-10-2013,8.774686553,-16.57010356,DLF
08-10-2013,8.777813812,-16.60885367,DLF
09-10-2013,8.78094107,-16.64760378,DLF
10-10-2013,8.784068328,-16.68635389,DLF
11-10-2013,8.787195586,-16.725104,DLF
14-10-2013,8.790322844,-16.76385411,DLF
15-10-2013,8.793450102,-16.80260423,DLF
17-10-2013,8.796577361,-16.84135434,DLF
18-10-2013,8.799704619,-16.88010445,DLF
21-10-2013,8.802831877,-16.91885456,DLF
22-10-2013,8.805959135,-16.95760467,DLF
23-10-2013,8.809086393,-16.99635479,DLF
24-10-2013,8.812213651,-17.0351049,DLF
25-10-2013,8.81534091,-17.07385501,DLF
28-10-2013,8.818468168,-17.11260512,DLF
29-10-2013,8.821595426,-17.15135523,DLF
30-10-2013,8.824722684,-17.19010535,DLF
31-10-2013,8.827849942,-17.22885546,DLF
01-11-2013,8.8309772,-17.26760557,DLF
03-11-2013,8.834104459,-17.30635568,DLF
05-11-2013,8.837231717,-17.34510579,DLF
06-11-2013,8.840358975,-17.3838559,DLF
07-11-2013,8.843486233,-17.42260602,DLF
08-11-2013,8.846613491,-17.46135613,DLF
11-11-2013,8.849740749,-17.50010624,DLF
12-11-2013,8.852868008,-17.53885635,DLF
13-11-2013,8.855995266,-17.57760646,DLF
14-11-2013,8.859122524,-17.61635658,DLF
18-11-2013,8.862249782,-17.65510669,DLF
19-11-2013,8.86537704,-17.6938568,DLF
20-11-2013,8.868504298,-17.73260691,DLF
21-11-2013,8.871631557,-17.77135702,DLF
22-11-2013,8.874758815,-17.81010713,DLF
25-11-2013,8.877886073,-17.84885725,DLF
26-11-2013,8.881013331,-17.88760736,DLF
27-11-2013,8.884140589,-17.92635747,DLF
28-11-2013,8.887267847,-17.96510758,DLF
29-11-2013,8.890395106,-18.00385769,DLF
02-12-2013,8.893522364,-18.04260781,DLF
03-12-2013,8.896649622,-18.08135792,DLF
04-12-2013,8.89977688,-18.12010803,DLF
05-12-2013,8.902904138,-18.15885814,DLF
06-12-2013,8.906031396,-18.19760825,DLF
09-12-2013,8.909158655,-18.23635836,DLF
10-12-2013,8.912285913,-18.27510848,DLF
11-12-2013,8.915413171,-18.31385859,DLF
12-12-2013,8.918540429,-18.3526087,DLF
13-12-2013,8.921667687,-18.39135881,DLF
16-12-2013,8.924794945,-18.43010892,DLF
17-12-2013,8.927922203,-18.46885904,DLF
18-12-2013,8.931049462,-18.50760915,DLF
19-12-2013,8.93417672,-18.54635926,DLF
20-12-2013,8.937303978,-18.58510937,DLF
23-12-2013,8.940431236,-18.62385948,DLF
24-12-2013,8.943558494,-18.66260959,DLF
26-12-2013,8.946685752,-18.70135971,DLF
27-12-2013,8.949813011,-18.74010982,DLF
30-12-2013,8.952940269,-18.77885993,DLF
31-12-2013,8.956067527,-18.81761004,DLF
01-01-2014,8.959194785,-18.85636015,DLF
02-01-2014,8.962322043,-18.89511027,DLF
03-01-2014,8.965449301,-18.93386038,DLF
06-01-2014,8.96857656,-18.97261049,DLF
07-01-2014,8.971703818,-19.0113606,DLF
08-01-2014,8.974831076,-19.05011071,DLF
09-01-2014,8.977958334,-19.08886083,DLF
10-01-2014,8.981085592,-19.12761094,DLF
13-01-2014,8.98421285,-19.16636105,DLF
14-01-2014,8.987340109,-19.20511116,DLF
15-01-2014,8.990467367,-19.24386127,DLF
16-01-2014,8.993594625,-19.28261138,DLF
17-01-2014,8.996721883,-19.3213615,DLF
20-01-2014,8.999849141,-19.36011161,DLF
21-01-2014,9.002976399,-19.39886172,DLF
22-01-2014,9.006103658,-19.43761183,DLF
23-01-2014,9.009230916,-19.47636194,DLF
24-01-2014,9.012358174,-19.51511206,DLF
27-01-2014,9.015485432,-19.55386217,DLF
28-01-2014,9.01861269,-19.59261228,DLF
29-01-2014,9.021739948,-19.63136239,DLF
30-01-2014,9.024867207,-19.6701125,DLF
31-01-2014,9.027994465,-19.70886261,DLF
03-02-2014,9.031121723,-19.74761273,DLF
04-02-2014,9.034248981,-19.78636284,DLF
05-02-2014,9.037376239,-19.82511295,DLF
06-02-2014,9.040503497,-19.86386306,DLF
07-02-2014,9.043630756,-19.90261317,DLF
10-02-2014,9.046758014,-19.94136329,DLF
11-02-2014,9.049885272,-19.9801134,DLF
12-02-2014,9.05301253,-20.01886351,DLF
13-02-2014,9.056139788,-20.05761362,DLF
14-02-2014,9.059267046,-20.09636373,DLF
17-02-2014,9.062394305,-20.13511384,DLF
18-02-2014,9.065521563,-20.17386396,DLF
19-02-2014,9.068648821,-20.21261407,DLF
20-02-2014,9.071776079,-20.25136418,DLF
21-02-2014,9.074903337,-20.29011429,DLF
24-02-2014,9.078030595,-20.3288644,DLF
25-02-2014,9.081157854,-20.36761452,DLF
26-02-2014,9.084285112,-20.40636463,DLF
28-02-2014,9.08741237,-20.44511474,DLF
03-03-2014,9.090539628,-20.48386485,DLF
04-03-2014,9.093666886,-20.52261496,DLF
05-03-2014,9.096794144,-20.56136507,DLF
06-03-2014,9.099921403,-20.60011519,DLF
07-03-2014,9.103048661,-20.6388653,DLF
10-03-2014,9.106175919,-20.67761541,DLF
11-03-2014,9.109303177,-20.71636552,DLF
12-03-2014,9.112430435,-20.75511563,DLF
13-03-2014,9.115557693,-20.79386575,DLF
14-03-2014,9.118684951,-20.83261586,DLF
18-03-2014,9.12181221,-20.87136597,DLF
19-03-2014,9.124939468,-20.91011608,DLF
20-03-2014,9.128066726,-20.94886619,DLF
21-03-2014,9.131193984,-20.9876163,DLF
22-03-2014,9.134321242,-21.02636642,DLF
24-03-2014,9.1374485,-21.06511653,DLF
25-03-2014,9.140575759,-21.10386664,DLF
26-03-2014,9.143703017,-21.14261675,DLF
27-03-2014,9.146830275,-21.18136686,DLF
28-03-2014,9.149957533,-21.22011698,DLF
31-03-2014,9.153084791,-21.25886709,DLF
01-04-2014,9.156212049,-21.2976172,DLF
02-04-2014,9.159339308,-21.33636731,DLF
03-04-2014,9.162466566,-21.37511742,DLF
04-04-2014,9.165593824,-21.41386754,DLF
07-04-2014,9.168721082,-21.45261765,DLF
09-04-2014,9.17184834,-21.49136776,DLF
10-04-2014,9.174975598,-21.53011787,DLF
11-04-2014,9.178102857,-21.56886798,DLF
15-04-2014,9.181230115,-21.60761809,DLF
16-04-2014,9.184357373,-21.64636821,DLF
17-04-2014,9.187484631,-21.68511832,DLF
21-04-2014,9.190611889,-21.72386843,DLF
22-04-2014,9.193739147,-21.76261854,DLF
23-04-2014,9.196866406,-21.80136865,DLF
25-04-2014,9.199993664,-21.84011877,DLF
28-04-2014,9.203120922,-21.87886888,DLF
29-04-2014,9.20624818,-21.91761899,DLF
30-04-2014,9.209375438,-21.9563691,DLF
02-05-2014,9.212502696,-21.99511921,DLF
05-05-2014,9.215629955,-22.03386932,DLF
06-05-2014,9.218757213,-22.07261944,DLF
07-05-2014,9.221884471,-22.11136955,DLF
08-05-2014,9.225011729,-22.15011966,DLF
09-05-2014,9.228138987,-22.18886977,DLF
12-05-2014,9.231266245,-22.22761988,DLF
13-05-2014,9.234393504,-22.26637,DLF
14-05-2014,9.237520762,-22.30512011,DLF
15-05-2014,9.24064802,-22.34387022,DLF
16-05-2014,9.243775278,-22.38262033,DLF
19-05-2014,9.246902536,-22.42137044,DLF
20-05-2014,9.250029794,-22.46012055,DLF
21-05-2014,9.253157053,-22.49887067,DLF
22-05-2014,9.256284311,-22.53762078,DLF
23-05-2014,9.259411569,-22.57637089,DLF
26-05-2014,9.262538827,-22.615121,DLF
27-05-2014,9.265666085,-22.65387111,DLF
28-05-2014,9.268793343,-22.69262123,DLF
29-05-2014,9.271920602,-22.73137134,DLF
30-05-2014,9.27504786,-22.77012145,DLF
02-06-2014,9.278175118,-22.80887156,DLF
03-06-2014,9.281302376,-22.84762167,DLF
04-06-2014,9.284429634,-22.88637178,DLF
05-06-2014,9.287556892,-22.9251219,DLF
06-06-2014,9.29068415,-22.96387201,DLF
09-06-2014,9.293811409,-23.00262212,DLF
10-06-2014,9.296938667,-23.04137223,DLF
11-06-2014,9.300065925,-23.08012234,DLF
12-06-2014,9.303193183,-23.11887246,DLF
13-06-2014,9.306320441,-23.15762257,DLF
16-06-2014,9.309447699,-23.19637268,DLF
17-06-2014,9.312574958,-23.23512279,DLF
18-06-2014,9.315702216,-23.2738729,DLF
19-06-2014,9.318829474,-23.31262302,DLF
20-06-2014,9.321956732,-23.35137313,DLF
23-06-2014,9.32508399,-23.39012324,DLF
24-06-2014,9.328211248,-23.42887335,DLF
25-06-2014,9.331338507,-23.46762346,DLF
26-06-2014,9.334465765,-23.50637357,DLF
27-06-2014,9.337593023,-23.54512369,DLF
30-06-2014,9.340720281,-23.5838738,DLF
01-07-2014,9.343847539,-23.62262391,DLF
02-07-2014,9.346974797,-23.66137402,DLF
03-07-2014,9.350102056,-23.70012413,DLF
04-07-2014,9.353229314,-23.73887425,DLF
07-07-2014,9.356356572,-23.77762436,DLF
08-07-2014,9.35948383,-23.81637447,DLF
09-07-2014,9.362611088,-23.85512458,DLF
10-07-2014,9.365738346,-23.89387469,DLF
11-07-2014,9.368865605,-23.9326248,DLF
14-07-2014,9.371992863,-23.97137492,DLF
15-07-2014,9.375120121,-24.01012503,DLF
16-07-2014,9.378247379,-24.04887514,DLF
17-07-2014,9.381374637,-24.08762525,DLF
18-07-2014,9.384501895,-24.12637536,DLF
21-07-2014,9.387629154,-24.16512548,DLF
22-07-2014,9.390756412,-24.20387559,DLF
23-07-2014,9.39388367,-24.2426257,DLF
24-07-2014,9.397010928,-24.28137581,DLF
25-07-2014,9.400138186,-24.32012592,DLF
28-07-2014,9.403265444,-24.35887603,DLF
30-07-2014,9.406392703,-24.39762615,DLF
31-07-2014,9.409519961,-24.43637626,DLF
01-08-2014,9.412647219,-24.47512637,DLF
04-08-2014,9.415774477,-24.51387648,DLF
05-08-2014,9.418901735,-24.55262659,DLF
06-08-2014,9.422028993,-24.59137671,DLF
07-08-2014,9.425156252,-24.63012682,DLF
08-08-2014,9.42828351,-24.66887693,DLF
11-08-2014,9.431410768,-24.70762704,DLF
12-08-2014,9.434538026,-24.74637715,DLF
13-08-2014,9.437665284,-24.78512726,DLF
14-08-2014,9.440792542,-24.82387738,DLF
18-08-2014,9.443919801,-24.86262749,DLF
19-08-2014,9.447047059,-24.9013776,DLF
20-08-2014,9.450174317,-24.94012771,DLF
21-08-2014,9.453301575,-24.97887782,DLF
22-08-2014,9.456428833,-25.01762794,DLF
25-08-2014,9.459556091,-25.05637805,DLF
26-08-2014,9.46268335,-25.09512816,DLF
27-08-2014,9.465810608,-25.13387827,DLF
28-08-2014,9.468937866,-25.17262838,DLF
01-09-2014,9.472065124,-25.2113785,DLF
02-09-2014,9.475192382,-25.25012861,DLF
03-09-2014,9.47831964,-25.28887872,DLF
04-09-2014,9.481446898,-25.32762883,DLF
05-09-2014,9.484574157,-25.36637894,DLF
08-09-2014,9.487701415,-25.40512905,DLF
