Date,EPS,PE,
26-09-2016,5.92,25.83,DLF
27-09-2016,5.92,25.93,DLF
28-09-2016,5.92,26.36,DLF
29-09-2016,5.92,23.68,DLF
30-09-2016,5.15,28.4,DLF
03-10-2016,5.15,29.66,DLF
04-10-2016,5.15,29.85,DLF
05-10-2016,5.15,30.87,DLF
06-10-2016,5.15,30.17,DLF
07-10-2016,5.15,30.29,DLF
10-10-2016,5.15,29.91,DLF
13-10-2016,5.15,28.67,DLF
14-10-2016,5.15,29.17,DLF
17-10-2016,5.15,28.52,DLF
18-10-2016,5.15,29.47,DLF
19-10-2016,5.15,29.19,DLF
20-10-2016,5.15,29.88,DLF
21-10-2016,5.15,30.33,DLF
24-10-2016,5.15,30.13,DLF
25-10-2016,5.15,29.93,DLF
26-10-2016,5.15,29.54,DLF
27-10-2016,5.15,28.89,DLF
28-10-2016,5.15,29.23,DLF
30-10-2016,5.15,29.17,DLF
01-11-2016,5.15,29.07,DLF
02-11-2016,5.15,28.19,DLF
03-11-2016,5.15,27.82,DLF
04-11-2016,5.15,27.14,DLF
07-11-2016,5.15,27.93,DLF
08-11-2016,5.15,27.91,DLF
09-11-2016,5.15,23.03,DLF
10-11-2016,5.15,24.25,DLF
11-11-2016,5.15,22.67,DLF
15-11-2016,5.15,22.22,DLF
16-11-2016,5.15,21.1,DLF
17-11-2016,5.15,21.8,DLF
18-11-2016,5.15,22.61,DLF
21-11-2016,5.15,21.11,DLF
22-11-2016,5.15,21.56,DLF
23-11-2016,5.15,22.7,DLF
24-11-2016,5.15,21.98,DLF
25-11-2016,5.15,21.83,DLF
28-11-2016,5.15,21.93,DLF
29-11-2016,5.15,22.32,DLF
30-11-2016,5.15,22.35,DLF
01-12-2016,5.15,21.83,DLF
02-12-2016,5.15,21.32,DLF
05-12-2016,5.15,22.02,DLF
06-12-2016,5.15,22.53,DLF
07-12-2016,5.15,21.74,DLF
08-12-2016,5.15,22.01,DLF
09-12-2016,5.15,22.32,DLF
12-12-2016,5.15,22.01,DLF
13-12-2016,5.15,21.8,DLF
14-12-2016,5.15,21.89,DLF
15-12-2016,5.15,21.91,DLF
16-12-2016,5.15,21.71,DLF
19-12-2016,5.15,21.72,DLF
20-12-2016,5.15,21.93,DLF
21-12-2016,5.15,22.83,DLF
22-12-2016,5.15,22.4,DLF
23-12-2016,5.15,22.05,DLF
26-12-2016,5.15,20.47,DLF
27-12-2016,5.15,21.06,DLF
28-12-2016,5.15,20.92,DLF
29-12-2016,5.15,21.41,DLF
30-12-2016,5.15,21.63,DLF
02-01-2017,7.98,14.88,DLF
03-01-2017,7.98,14.93,DLF
04-01-2017,7.98,15.72,DLF
05-01-2017,7.98,15.87,DLF
06-01-2017,7.98,15.86,DLF
09-01-2017,7.98,15.85,DLF
10-01-2017,7.98,15.71,DLF
11-01-2017,7.98,15.69,DLF
12-01-2017,7.98,15.69,DLF
13-01-2017,7.98,15.55,DLF
16-01-2017,7.98,16.24,DLF
17-01-2017,7.98,16.47,DLF
18-01-2017,7.98,16.51,DLF
19-01-2017,7.98,16.56,DLF
20-01-2017,7.98,16.11,DLF
23-01-2017,7.98,16.37,DLF
24-01-2017,7.98,16.47,DLF
25-01-2017,7.98,17.15,DLF
27-01-2017,7.98,16.99,DLF
30-01-2017,7.98,17.14,DLF
31-01-2017,7.98,16.91,DLF
01-02-2017,7.98,18.05,DLF
02-02-2017,7.98,17.75,DLF
03-02-2017,7.98,17.98,DLF
06-02-2017,7.98,18.22,DLF
07-02-2017,7.98,18.01,DLF
08-02-2017,7.98,18.23,DLF
09-02-2017,7.98,18.57,DLF
10-02-2017,7.98,18.52,DLF
13-02-2017,7.98,18.51,DLF
14-02-2017,7.98,18.48,DLF
15-02-2017,7.98,17.19,DLF
16-02-2017,7.98,17.67,DLF
17-02-2017,7.98,17.83,DLF
20-02-2017,7.98,18.33,DLF
21-02-2017,7.98,18.22,DLF
22-02-2017,7.98,18.29,DLF
23-02-2017,7.98,18.6,DLF
27-02-2017,7.98,18.4,DLF
28-02-2017,7.98,18.85,DLF
01-03-2017,7.98,19.24,DLF
02-03-2017,7.98,17.68,DLF
03-03-2017,7.98,18.05,DLF
06-03-2017,7.98,18.24,DLF
07-03-2017,7.98,18.18,DLF
08-03-2017,7.98,17.88,DLF
09-03-2017,7.98,17.84,DLF
10-03-2017,7.98,17.78,DLF
23-09-2013,6.0727355,16.90999307,DLF
24-09-2013,6.075862758,16.87124296,DLF
25-09-2013,6.078990016,16.83249285,DLF
26-09-2013,6.082117274,16.79374273,DLF
27-09-2013,6.085244533,16.75499262,DLF
30-09-2013,6.088371791,16.71624251,DLF
01-10-2013,6.091499049,16.6774924,DLF
03-10-2013,6.094626307,16.63874229,DLF
04-10-2013,6.097753565,16.59999218,DLF
07-10-2013,6.100880823,16.56124206,DLF
08-10-2013,6.104008082,16.52249195,DLF
09-10-2013,6.10713534,16.48374184,DLF
10-10-2013,6.110262598,16.44499173,DLF
11-10-2013,6.113389856,16.40624162,DLF
14-10-2013,6.116517114,16.3674915,DLF
15-10-2013,6.119644372,16.32874139,DLF
17-10-2013,6.122771631,16.28999128,DLF
18-10-2013,6.125898889,16.25124117,DLF
21-10-2013,6.129026147,16.21249106,DLF
22-10-2013,6.132153405,16.17374095,DLF
23-10-2013,6.135280663,16.13499083,DLF
24-10-2013,6.138407921,16.09624072,DLF
25-10-2013,6.14153518,16.05749061,DLF
28-10-2013,6.144662438,16.0187405,DLF
29-10-2013,6.147789696,15.97999039,DLF
30-10-2013,6.150916954,15.94124027,DLF
31-10-2013,6.154044212,15.90249016,DLF
01-11-2013,6.15717147,15.86374005,DLF
03-11-2013,6.160298729,15.82498994,DLF
05-11-2013,6.163425987,15.78623983,DLF
06-11-2013,6.166553245,15.74748972,DLF
07-11-2013,6.169680503,15.7087396,DLF
08-11-2013,6.172807761,15.66998949,DLF
11-11-2013,6.175935019,15.63123938,DLF
12-11-2013,6.179062278,15.59248927,DLF
13-11-2013,6.182189536,15.55373916,DLF
14-11-2013,6.185316794,15.51498904,DLF
18-11-2013,6.188444052,15.47623893,DLF
19-11-2013,6.19157131,15.43748882,DLF
20-11-2013,6.194698568,15.39873871,DLF
21-11-2013,6.197825827,15.3599886,DLF
22-11-2013,6.200953085,15.32123848,DLF
25-11-2013,6.204080343,15.28248837,DLF
26-11-2013,6.207207601,15.24373826,DLF
27-11-2013,6.210334859,15.20498815,DLF
28-11-2013,6.213462117,15.16623804,DLF
29-11-2013,6.216589375,15.12748793,DLF
02-12-2013,6.219716634,15.08873781,DLF
03-12-2013,6.222843892,15.0499877,DLF
04-12-2013,6.22597115,15.01123759,DLF
05-12-2013,6.229098408,14.97248748,DLF
06-12-2013,6.232225666,14.93373737,DLF
09-12-2013,6.235352924,14.89498725,DLF
10-12-2013,6.238480183,14.85623714,DLF
11-12-2013,6.241607441,14.81748703,DLF
12-12-2013,6.244734699,14.77873692,DLF
13-12-2013,6.247861957,14.73998681,DLF
16-12-2013,6.250989215,14.7012367,DLF
17-12-2013,6.254116473,14.66248658,DLF
18-12-2013,6.257243732,14.62373647,DLF
19-12-2013,6.26037099,14.58498636,DLF
20-12-2013,6.263498248,14.54623625,DLF
23-12-2013,6.266625506,14.50748614,DLF
24-12-2013,6.269752764,14.46873602,DLF
26-12-2013,6.272880022,14.42998591,DLF
27-12-2013,6.276007281,14.3912358,DLF
30-12-2013,6.279134539,14.35248569,DLF
31-12-2013,6.282261797,14.31373558,DLF
01-01-2014,6.285389055,14.27498547,DLF
02-01-2014,6.288516313,14.23623535,DLF
03-01-2014,6.291643571,14.19748524,DLF
06-01-2014,6.29477083,14.15873513,DLF
07-01-2014,6.297898088,14.11998502,DLF
08-01-2014,6.301025346,14.08123491,DLF
09-01-2014,6.304152604,14.04248479,DLF
10-01-2014,6.307279862,14.00373468,DLF
13-01-2014,6.31040712,13.96498457,DLF
14-01-2014,6.313534379,13.92623446,DLF
15-01-2014,6.316661637,13.88748435,DLF
16-01-2014,6.319788895,13.84873424,DLF
17-01-2014,6.322916153,13.80998412,DLF
20-01-2014,6.326043411,13.77123401,DLF
21-01-2014,6.329170669,13.7324839,DLF
22-01-2014,6.332297928,13.69373379,DLF
23-01-2014,6.335425186,13.65498368,DLF
24-01-2014,6.338552444,13.61623356,DLF
27-01-2014,6.341679702,13.57748345,DLF
28-01-2014,6.34480696,13.53873334,DLF
29-01-2014,6.347934218,13.49998323,DLF
30-01-2014,6.351061477,13.46123312,DLF
31-01-2014,6.354188735,13.422483,DLF
03-02-2014,6.357315993,13.38373289,DLF
04-02-2014,6.360443251,13.34498278,DLF
05-02-2014,6.363570509,13.30623267,DLF
06-02-2014,6.366697767,13.26748256,DLF
07-02-2014,6.369825026,13.22873245,DLF
10-02-2014,6.372952284,13.18998233,DLF
11-02-2014,6.376079542,13.15123222,DLF
12-02-2014,6.3792068,13.11248211,DLF
13-02-2014,6.382334058,13.073732,DLF
14-02-2014,6.385461316,13.03498189,DLF
17-02-2014,6.388588574,12.99623177,DLF
18-02-2014,6.391715833,12.95748166,DLF
19-02-2014,6.394843091,12.91873155,DLF
20-02-2014,6.397970349,12.87998144,DLF
21-02-2014,6.401097607,12.84123133,DLF
24-02-2014,6.404224865,12.80248122,DLF
25-02-2014,6.407352123,12.7637311,DLF
26-02-2014,6.410479382,12.72498099,DLF
28-02-2014,6.41360664,12.68623088,DLF
03-03-2014,6.416733898,12.64748077,DLF
04-03-2014,6.419861156,12.60873066,DLF
05-03-2014,6.422988414,12.56998054,DLF
06-03-2014,6.426115672,12.53123043,DLF
07-03-2014,6.429242931,12.49248032,DLF
10-03-2014,6.432370189,12.45373021,DLF
11-03-2014,6.435497447,12.4149801,DLF
12-03-2014,6.438624705,12.37622999,DLF
13-03-2014,6.441751963,12.33747987,DLF
14-03-2014,6.444879221,12.29872976,DLF
18-03-2014,6.44800648,12.25997965,DLF
19-03-2014,6.451133738,12.22122954,DLF
20-03-2014,6.454260996,12.18247943,DLF
21-03-2014,6.457388254,12.14372931,DLF
22-03-2014,6.460515512,12.1049792,DLF
24-03-2014,6.46364277,12.06622909,DLF
25-03-2014,6.466770029,12.02747898,DLF
26-03-2014,6.469897287,11.98872887,DLF
27-03-2014,6.473024545,11.94997876,DLF
28-03-2014,6.476151803,11.91122864,DLF
31-03-2014,6.479279061,11.87247853,DLF
01-04-2014,6.482406319,11.83372842,DLF
02-04-2014,6.485533578,11.79497831,DLF
03-04-2014,6.488660836,11.7562282,DLF
04-04-2014,6.491788094,11.71747808,DLF
07-04-2014,6.494915352,11.67872797,DLF
09-04-2014,6.49804261,11.63997786,DLF
10-04-2014,6.501169868,11.60122775,DLF
11-04-2014,6.504297127,11.56247764,DLF
15-04-2014,6.507424385,11.52372752,DLF
16-04-2014,6.510551643,11.48497741,DLF
17-04-2014,6.513678901,11.4462273,DLF
21-04-2014,6.516806159,11.40747719,DLF
22-04-2014,6.519933417,11.36872708,DLF
23-04-2014,6.523060676,11.32997697,DLF
25-04-2014,6.526187934,11.29122685,DLF
28-04-2014,6.529315192,11.25247674,DLF
29-04-2014,6.53244245,11.21372663,DLF
30-04-2014,6.535569708,11.17497652,DLF
02-05-2014,6.538696966,11.13622641,DLF
05-05-2014,6.541824225,11.09747629,DLF
06-05-2014,6.544951483,11.05872618,DLF
07-05-2014,6.548078741,11.01997607,DLF
08-05-2014,6.551205999,10.98122596,DLF
09-05-2014,6.554333257,10.94247585,DLF
12-05-2014,6.557460515,10.90372574,DLF
13-05-2014,6.560587774,10.86497562,DLF
14-05-2014,6.563715032,10.82622551,DLF
15-05-2014,6.56684229,10.7874754,DLF
16-05-2014,6.569969548,10.74872529,DLF
19-05-2014,6.573096806,10.70997518,DLF
20-05-2014,6.576224064,10.67122506,DLF
21-05-2014,6.579351322,10.63247495,DLF
22-05-2014,6.582478581,10.59372484,DLF
23-05-2014,6.585605839,10.55497473,DLF
26-05-2014,6.588733097,10.51622462,DLF
27-05-2014,6.591860355,10.47747451,DLF
28-05-2014,6.594987613,10.43872439,DLF
29-05-2014,6.598114871,10.39997428,DLF
30-05-2014,6.60124213,10.36122417,DLF
02-06-2014,6.604369388,10.32247406,DLF
03-06-2014,6.607496646,10.28372395,DLF
04-06-2014,6.610623904,10.24497383,DLF
05-06-2014,6.613751162,10.20622372,DLF
06-06-2014,6.61687842,10.16747361,DLF
09-06-2014,6.620005679,10.1287235,DLF
10-06-2014,6.623132937,10.08997339,DLF
11-06-2014,6.626260195,10.05122328,DLF
12-06-2014,6.629387453,10.01247316,DLF
13-06-2014,6.632514711,9.973723052,DLF
16-06-2014,6.635641969,9.93497294,DLF
17-06-2014,6.638769228,9.896222828,DLF
18-06-2014,6.641896486,9.857472716,DLF
19-06-2014,6.645023744,9.818722604,DLF
20-06-2014,6.648151002,9.779972492,DLF
23-06-2014,6.65127826,9.741222381,DLF
24-06-2014,6.654405518,9.702472269,DLF
25-06-2014,6.657532777,9.663722157,DLF
26-06-2014,6.660660035,9.624972045,DLF
27-06-2014,6.663787293,9.586221933,DLF
30-06-2014,6.666914551,9.547471821,DLF
01-07-2014,6.670041809,9.50872171,DLF
02-07-2014,6.673169067,9.469971598,DLF
03-07-2014,6.676296326,9.431221486,DLF
04-07-2014,6.679423584,9.392471374,DLF
07-07-2014,6.682550842,9.353721262,DLF
08-07-2014,6.6856781,9.31497115,DLF
09-07-2014,6.688805358,9.276221039,DLF
10-07-2014,6.691932616,9.237470927,DLF
11-07-2014,6.695059875,9.198720815,DLF
14-07-2014,6.698187133,9.159970703,DLF
15-07-2014,6.701314391,9.121220591,DLF
16-07-2014,6.704441649,9.082470479,DLF
17-07-2014,6.707568907,9.043720368,DLF
18-07-2014,6.710696165,9.004970256,DLF
21-07-2014,6.713823424,8.966220144,DLF
22-07-2014,6.716950682,8.927470032,DLF
23-07-2014,6.72007794,8.88871992,DLF
24-07-2014,6.723205198,8.849969808,DLF
25-07-2014,6.726332456,8.811219697,DLF
28-07-2014,6.729459714,8.772469585,DLF
30-07-2014,6.732586973,8.733719473,DLF
31-07-2014,6.735714231,8.694969361,DLF
01-08-2014,6.738841489,8.656219249,DLF
04-08-2014,6.741968747,8.617469137,DLF
05-08-2014,6.745096005,8.578719025,DLF
06-08-2014,6.748223263,8.539968914,DLF
07-08-2014,6.751350521,8.501218802,DLF
08-08-2014,6.75447778,8.46246869,DLF
11-08-2014,6.757605038,8.423718578,DLF
12-08-2014,6.760732296,8.384968466,DLF
13-08-2014,6.763859554,8.346218354,DLF
14-08-2014,6.766986812,8.307468243,DLF
18-08-2014,6.77011407,8.268718131,DLF
19-08-2014,6.773241329,8.229968019,DLF
20-08-2014,6.776368587,8.191217907,DLF
21-08-2014,6.779495845,8.152467795,DLF
22-08-2014,6.782623103,8.113717683,DLF
25-08-2014,6.785750361,8.074967572,DLF
26-08-2014,6.788877619,8.03621746,DLF
27-08-2014,6.792004878,7.997467348,DLF
28-08-2014,6.795132136,7.958717236,DLF
01-09-2014,6.798259394,7.919967124,DLF
02-09-2014,6.801386652,7.881217012,DLF
03-09-2014,6.80451391,7.842466901,DLF
04-09-2014,6.807641168,7.803716789,DLF
05-09-2014,6.810768427,7.764966677,DLF
08-09-2014,6.813895685,7.726216565,DLF
09-09-2014,6.817022943,7.687466453,DLF
10-09-2014,6.820150201,7.648716341,DLF
11-09-2014,6.823277459,7.60996623,DLF
12-09-2014,6.826404717,7.571216118,DLF
15-09-2014,6.829531976,7.532466006,DLF
16-09-2014,6.832659234,7.493715894,DLF
17-09-2014,6.835786492,7.454965782,DLF
18-09-2014,6.83891375,7.41621567,DLF
19-09-2014,6.842041008,7.377465559,DLF
22-09-2014,6.845168266,7.338715447,DLF
23-09-2014,6.848295525,7.299965335,DLF
24-09-2014,6.851422783,7.261215223,DLF
25-09-2014,6.854550041,7.222465111,DLF
26-09-2014,6.857677299,7.183714999,DLF
29-09-2014,6.860804557,7.144964888,DLF
30-09-2014,6.863931815,7.106214776,DLF
01-10-2014,6.867059074,7.067464664,DLF
07-10-2014,6.870186332,7.028714552,DLF
08-10-2014,6.87331359,6.98996444,DLF
09-10-2014,6.876440848,6.951214328,DLF
10-10-2014,6.879568106,6.912464217,DLF
13-10-2014,6.882695364,6.873714105,DLF
14-10-2014,6.885822623,6.834963993,DLF
16-10-2014,6.888949881,6.796213881,DLF
17-10-2014,6.892077139,6.757463769,DLF
20-10-2014,6.895204397,6.718713657,DLF
21-10-2014,6.898331655,6.679963546,DLF
22-10-2014,6.901458913,6.641213434,DLF
23-10-2014,6.904586172,6.602463322,DLF
27-10-2014,6.90771343,6.56371321,DLF
28-10-2014,6.910840688,6.524963098,DLF
29-10-2014,6.913967946,6.486212986,DLF
30-10-2014,6.917095204,6.447462875,DLF
31-10-2014,6.920222462,6.408712763,DLF
03-11-2014,6.923349721,6.369962651,DLF
05-11-2014,6.926476979,6.331212539,DLF
07-11-2014,6.929604237,6.292462427,DLF
10-11-2014,6.932731495,6.253712315,DLF
11-11-2014,6.935858753,6.214962204,DLF
12-11-2014,6.938986011,6.176212092,DLF
13-11-2014,6.942113269,6.13746198,DLF
14-11-2014,6.945240528,6.098711868,DLF
17-11-2014,6.948367786,6.059961756,DLF
18-11-2014,6.951495044,6.021211644,DLF
19-11-2014,6.954622302,5.982461533,DLF
20-11-2014,6.95774956,5.943711421,DLF
21-11-2014,6.960876818,5.904961309,DLF
24-11-2014,6.964004077,5.866211197,DLF
25-11-2014,6.967131335,5.827461085,DLF
26-11-2014,6.970258593,5.788710973,DLF
27-11-2014,6.973385851,5.749960862,DLF
28-11-2014,6.976513109,5.71121075,DLF
01-12-2014,6.979640367,5.672460638,DLF
02-12-2014,6.982767626,5.633710526,DLF
03-12-2014,6.985894884,5.594960414,DLF
04-12-2014,6.989022142,5.556210302,DLF
05-12-2014,6.9921494,5.51746019,DLF
08-12-2014,6.995276658,5.478710079,DLF
09-12-2014,6.998403916,5.439959967,DLF
10-12-2014,7.001531175,5.401209855,DLF
11-12-2014,7.004658433,5.362459743,DLF
12-12-2014,7.007785691,5.323709631,DLF
15-12-2014,7.010912949,5.284959519,DLF
16-12-2014,7.014040207,5.246209408,DLF
17-12-2014,7.017167465,5.207459296,DLF
18-12-2014,7.020294724,5.168709184,DLF
19-12-2014,7.023421982,5.129959072,DLF
22-12-2014,7.02654924,5.09120896,DLF
23-12-2014,7.029676498,5.052458848,DLF
24-12-2014,7.032803756,5.013708737,DLF
26-12-2014,7.035931014,4.974958625,DLF
29-12-2014,7.039058273,4.936208513,DLF
30-12-2014,7.042185531,4.897458401,DLF
31-12-2014,7.045312789,4.858708289,DLF
01-01-2015,7.048440047,4.819958177,DLF
02-01-2015,7.051567305,4.781208066,DLF
05-01-2015,7.054694563,4.742457954,DLF
06-01-2015,7.057821822,4.703707842,DLF
07-01-2015,7.06094908,4.66495773,DLF
08-01-2015,7.064076338,4.626207618,DLF
09-01-2015,7.067203596,4.587457506,DLF
12-01-2015,7.070330854,4.548707395,DLF
13-01-2015,7.073458112,4.509957283,DLF
14-01-2015,7.076585371,4.471207171,DLF
15-01-2015,7.079712629,4.432457059,DLF
16-01-2015,7.082839887,4.393706947,DLF
19-01-2015,7.085967145,4.354956835,DLF
20-01-2015,7.089094403,4.316206724,DLF
21-01-2015,7.092221661,4.277456612,DLF
22-01-2015,7.09534892,4.2387065,DLF
23-01-2015,7.098476178,4.199956388,DLF
27-01-2015,7.101603436,4.161206276,DLF
28-01-2015,7.104730694,4.122456164,DLF
29-01-2015,7.107857952,4.083706053,DLF
30-01-2015,7.11098521,4.044955941,DLF
02-02-2015,7.114112468,4.006205829,DLF
03-02-2015,7.117239727,3.967455717,DLF
04-02-2015,7.120366985,3.928705605,DLF
05-02-2015,7.123494243,3.889955493,DLF
06-02-2015,7.126621501,3.851205382,DLF
09-02-2015,7.129748759,3.81245527,DLF
10-02-2015,7.132876017,3.773705158,DLF
11-02-2015,7.136003276,3.734955046,DLF
12-02-2015,7.139130534,3.696204934,DLF
13-02-2015,7.142257792,3.657454822,DLF
16-02-2015,7.14538505,3.618704711,DLF
18-02-2015,7.148512308,3.579954599,DLF
19-02-2015,7.151639566,3.541204487,DLF
20-02-2015,7.154766825,3.502454375,DLF
23-02-2015,7.157894083,3.463704263,DLF
24-02-2015,7.161021341,3.424954151,DLF
25-02-2015,7.164148599,3.38620404,DLF
26-02-2015,7.167275857,3.347453928,DLF
27-02-2015,7.170403115,3.308703816,DLF
28-02-2015,7.173530374,3.269953704,DLF
02-03-2015,7.176657632,3.231203592,DLF
03-03-2015,7.17978489,3.19245348,DLF
04-03-2015,7.182912148,3.153703369,DLF
05-03-2015,7.186039406,3.114953257,DLF
09-03-2015,7.189166664,3.076203145,DLF
10-03-2015,7.192293923,3.037453033,DLF
11-03-2015,7.195421181,2.998702921,DLF
12-03-2015,7.198548439,2.959952809,DLF
13-03-2015,7.201675697,2.921202698,DLF
16-03-2015,7.204802955,2.882452586,DLF
17-03-2015,7.207930213,2.843702474,DLF
18-03-2015,7.211057472,2.804952362,DLF
19-03-2015,7.21418473,2.76620225,DLF
20-03-2015,7.217311988,2.727452138,DLF
23-03-2015,7.220439246,2.688702027,DLF
24-03-2015,7.223566504,2.649951915,DLF
25-03-2015,7.226693762,2.611201803,DLF
26-03-2015,7.229821021,2.572451691,DLF
27-03-2015,7.232948279,2.533701579,DLF
30-03-2015,7.236075537,2.494951467,DLF
31-03-2015,7.239202795,2.456201355,DLF
01-04-2015,7.242330053,2.417451244,DLF
06-04-2015,7.245457311,2.378701132,DLF
07-04-2015,7.24858457,2.33995102,DLF
08-04-2015,7.251711828,2.301200908,DLF
09-04-2015,7.254839086,2.262450796,DLF
10-04-2015,7.257966344,2.223700684,DLF
13-04-2015,7.261093602,2.184950573,DLF
15-04-2015,7.26422086,2.146200461,DLF
16-04-2015,7.267348119,2.107450349,DLF
17-04-2015,7.270475377,2.068700237,DLF
20-04-2015,7.273602635,2.029950125,DLF
21-04-2015,7.276729893,1.991200013,DLF
22-04-2015,7.279857151,1.952449902,DLF
23-04-2015,7.282984409,1.91369979,DLF
24-04-2015,7.286111668,1.874949678,DLF
27-04-2015,7.289238926,1.836199566,DLF
28-04-2015,7.292366184,1.797449454,DLF
29-04-2015,7.295493442,1.758699342,DLF
30-04-2015,7.2986207,1.719949231,DLF
04-05-2015,7.301747958,1.681199119,DLF
05-05-2015,7.304875216,1.642449007,DLF
06-05-2015,7.308002475,1.603698895,DLF
07-05-2015,7.311129733,1.564948783,DLF
08-05-2015,7.314256991,1.526198671,DLF
11-05-2015,7.317384249,1.48744856,DLF
12-05-2015,7.320511507,1.448698448,DLF
13-05-2015,7.323638765,1.409948336,DLF
14-05-2015,7.326766024,1.371198224,DLF
15-05-2015,7.329893282,1.332448112,DLF
18-05-2015,7.33302054,1.293698,DLF
19-05-2015,7.336147798,1.254947889,DLF
20-05-2015,7.339275056,1.216197777,DLF
21-05-2015,7.342402314,1.177447665,DLF
22-05-2015,7.345529573,1.138697553,DLF
25-05-2015,7.348656831,1.099947441,DLF
26-05-2015,7.351784089,1.061197329,DLF
27-05-2015,7.354911347,1.022447218,DLF
28-05-2015,7.358038605,0.983697106,DLF
29-05-2015,7.361165863,0.944946994,DLF
01-06-2015,7.364293122,0.906196882,DLF
02-06-2015,7.36742038,0.86744677,DLF
03-06-2015,7.370547638,0.828696658,DLF
04-06-2015,7.373674896,0.789946547,DLF
05-06-2015,7.376802154,0.751196435,DLF
08-06-2015,7.379929412,0.712446323,DLF
09-06-2015,7.383056671,0.673696211,DLF
10-06-2015,7.386183929,0.634946099,DLF
11-06-2015,7.389311187,0.596195987,DLF
12-06-2015,7.392438445,0.557445876,DLF
15-06-2015,7.395565703,0.518695764,DLF
16-06-2015,7.398692961,0.479945652,DLF
17-06-2015,7.40182022,0.44119554,DLF
18-06-2015,7.404947478,0.402445428,DLF
19-06-2015,7.408074736,0.363695316,DLF
22-06-2015,7.411201994,0.324945205,DLF
23-06-2015,7.414329252,0.286195093,DLF
24-06-2015,7.41745651,0.247444981,DLF
25-06-2015,7.420583769,0.208694869,DLF
26-06-2015,7.423711027,0.169944757,DLF
29-06-2015,7.426838285,0.131194645,DLF
30-06-2015,7.429965543,0.092444534,DLF
01-07-2015,7.433092801,0.053694422,DLF
02-07-2015,7.436220059,0.01494431,DLF
03-07-2015,7.439347318,-0.023805802,DLF
06-07-2015,7.442474576,-0.062555914,DLF
07-07-2015,7.445601834,-0.101306026,DLF
08-07-2015,7.448729092,-0.140056137,DLF
09-07-2015,7.45185635,-0.178806249,DLF
10-07-2015,7.454983608,-0.217556361,DLF
13-07-2015,7.458110867,-0.256306473,DLF
14-07-2015,7.461238125,-0.295056585,DLF
15-07-2015,7.464365383,-0.333806697,DLF
16-07-2015,7.467492641,-0.372556808,DLF
17-07-2015,7.470619899,-0.41130692,DLF
20-07-2015,7.473747157,-0.450057032,DLF
21-07-2015,7.476874415,-0.488807144,DLF
22-07-2015,7.480001674,-0.527557256,DLF
23-07-2015,7.483128932,-0.566307368,DLF
24-07-2015,7.48625619,-0.60505748,DLF
27-07-2015,7.489383448,-0.643807591,DLF
28-07-2015,7.492510706,-0.682557703,DLF
29-07-2015,7.495637964,-0.721307815,DLF
30-07-2015,7.498765223,-0.760057927,DLF
31-07-2015,7.501892481,-0.798808039,DLF
03-08-2015,7.505019739,-0.837558151,DLF
04-08-2015,7.508146997,-0.876308262,DLF
05-08-2015,7.511274255,-0.915058374,DLF
06-08-2015,7.514401513,-0.953808486,DLF
07-08-2015,7.517528772,-0.992558598,DLF
10-08-2015,7.52065603,-1.03130871,DLF
11-08-2015,7.523783288,-1.070058822,DLF
12-08-2015,7.526910546,-1.108808933,DLF
13-08-2015,7.530037804,-1.147559045,DLF
14-08-2015,7.533165062,-1.186309157,DLF
17-08-2015,7.536292321,-1.225059269,DLF
18-08-2015,7.539419579,-1.263809381,DLF
19-08-2015,7.542546837,-1.302559493,DLF
20-08-2015,7.545674095,-1.341309604,DLF
21-08-2015,7.548801353,-1.380059716,DLF
24-08-2015,7.551928611,-1.418809828,DLF
25-08-2015,7.55505587,-1.45755994,DLF
26-08-2015,7.558183128,-1.496310052,DLF
27-08-2015,7.561310386,-1.535060164,DLF
28-08-2015,7.564437644,-1.573810275,DLF
31-08-2015,7.567564902,-1.612560387,DLF
01-09-2015,7.57069216,-1.651310499,DLF
02-09-2015,7.573819419,-1.690060611,DLF
03-09-2015,7.576946677,-1.728810723,DLF
04-09-2015,7.580073935,-1.767560835,DLF
07-09-2015,7.583201193,-1.806310946,DLF
08-09-2015,7.586328451,-1.845061058,DLF
09-09-2015,7.589455709,-1.88381117,DLF
10-09-2015,7.592582968,-1.922561282,DLF
11-09-2015,7.595710226,-1.961311394,DLF
14-09-2015,7.598837484,-2.000061506,DLF
15-09-2015,7.601964742,-2.038811617,DLF
16-09-2015,7.605092,-2.077561729,DLF
18-09-2015,7.608219258,-2.116311841,DLF
21-09-2015,7.611346517,-2.155061953,DLF
22-09-2015,7.614473775,-2.193812065,DLF
23-09-2015,7.617601033,-2.232562177,DLF
24-09-2015,7.620728291,-2.271312288,DLF
28-09-2015,7.623855549,-2.3100624,DLF
29-09-2015,7.626982807,-2.348812512,DLF
30-09-2015,7.630110066,-2.387562624,DLF
01-10-2015,7.633237324,-2.426312736,DLF
05-10-2015,7.636364582,-2.465062848,DLF
06-10-2015,7.63949184,-2.503812959,DLF
07-10-2015,7.642619098,-2.542563071,DLF
08-10-2015,7.645746356,-2.581313183,DLF
09-10-2015,7.648873615,-2.620063295,DLF
12-10-2015,7.652000873,-2.658813407,DLF
13-10-2015,7.655128131,-2.697563519,DLF
14-10-2015,7.658255389,-2.73631363,DLF
15-10-2015,7.661382647,-2.775063742,DLF
16-10-2015,7.664509905,-2.813813854,DLF
